"HB-L Series","19","11.00","0","1349","1200","1"
"HB-L Series","20","8.50","1509","1429","1210","1"
"HB-L Series","20","9.00","1509","1429","1220","1"
"HB-L Series","20","9.50","1509","1429","1230","1"
"HB-L Series","20","10.00","1509","1429","1240","1"
"HB-L Series","20","10.50","1509","1429","1250","1"
"HB-L Series","20","11.00","1509","1429","1260","1"
"HB-L Series","21","8.50","1629","1539","1270","1"
"HB-L Series","21","9.00","1629","1539","1280","1"
"HB-L Series","21","9.50","1629","1539","1290","1"
"HB-L Series","21","10.00","1629","1539","1300","1"
"HB-L Series","21","10.50","1629","1539","1310","1"
"HB-L Series","21","11.00","1629","1539","1320","1"
"HB-R Series","19","8.50","1429","1349","1330","1"
"HB-R Series","19","9.00","1429","1349","1340","1"
"HB-R Series","19","9.50","1429","1349","1350","1"
"HB-R Series","19","10.00","1429","1349","1360","1"
"HB-R Series","19","10.50","1429","1349","1370","1"
"HB-R Series","19","11.00","1429","1349","1380","1"
"HB-R Series","20","8.50","1509","1429","1390","1"
"HB-R Series","20","9.00","1509","1429","1400","1"
"HB-R Series","20","9.50","1509","1429","1410","1"
"HB-R Series","20","10.00","1509","1429","1420","1"
"HB-R Series","20","10.50","1509","1429","1430","1"
"HB-R Series","20","11.00","1509","1429","1440","1"
"HB-R Series","21","8.50","1629","1539","1450","1"
"HB-R Series","21","9.00","1629","1539","1460","1"
"HB-R Series","21","9.50","1629","1539","1470","1"
"HB-R Series","21","10.00","1629","1539","1480","1"
"HB-R Series","21","10.50","1629","1539","1490","1"
"HB-R Series","21","11.00","1629","1539","1500","1"
"HB-S Series","19","8.50","1429","1349","1510","1"
"HB-S Series","19","9.00","1429","1349","1520","1"
"HB-S Series","19","9.50","1429","1349","1530","1"
"HB-S Series","19","10.00","1429","1349","1540","1"
"HB-S Series","19","10.50","1429","1349","1550","1"
"HB-S Series","19","11.00","1429","1349","1560","1"
"HB-S Series","20","8.50","1509","1429","1570","1"
"HB-S Series","20","9.00","1509","1429","1580","1"
"HB-S Series","20","9.50","1509","1429","1590","1"
"HB-S Series","20","10.00","1509","1429","1600","1"
"HB-S Series","20","10.50","1509","1429","1610","1"
