"985","Mercedes","CLK","C209 A209",\N,\N,"2004","2009",\N,\N,\N
"986","Mercedes","CLK","W208 A208",\N,\N,"1999","2002",\N,\N,\N
"987","Mercedes","E-Class","W210",\N,\N,"1995","1997",\N,\N,\N
"988","Mercedes","E-Class","W211",\N,\N,"2003","2005",\N,\N,\N
"989","Mercedes","E-Class","W212",\N,\N,"2009","2050",\N,\N,\N
"990","Mercedes","M-Class","W163",\N,\N,"1998","2002",\N,\N,\N
"991","Mercedes","M-Class","W164",\N,\N,"2005","2011",\N,\N,\N
"992","Mercedes","S-Class","W140",\N,\N,"1993","1999",\N,\N,\N
"993","Mercedes","S-Class","W220",\N,\N,"1999","2006",\N,\N,\N
"994","Mercedes","S-Class","W221",\N,\N,"2006","2050",\N,\N,\N
"995","Mercedes","SL-Class","R129",\N,\N,"1993","2002",\N,\N,\N
"996","Mercedes","SL-Class","R230",\N,\N,"2002","2012",\N,\N,\N
"997","Mercedes","SLK","R170",\N,\N,"2000","2004",\N,\N,\N
"998","Mercedes","SLK","R171",\N,\N,"2004","2008",\N,\N,\N
"999","Mercedes","SLK","R172",\N,\N,"2011","2050",\N,\N,\N
"1000","Mercedes","Sprinter","903",\N,\N,"1995","2000",\N,\N,\N
"1001","Mercedes","Sprinter","906",\N,\N,"2006","2050",\N,\N,\N
"1002","Mercedes","Vito","W638",\N,\N,"1999","2004",\N,\N,\N
"1003","Mercedes","Vito","W639",\N,\N,"2003","2050",\N,\N,\N
"1004","Porsche","911","964",\N,\N,"1989","1993",\N,\N,\N
"1005","Porsche","911","993",\N,\N,"1993","1997",\N,\N,\N
"1006","Porsche","911","996",\N,\N,"1997","2001",\N,\N,\N
"1007","Porsche","911","997",\N,\N,"2004","2009",\N,\N,\N
"1008","Porsche","911","911 Classic",\N,\N,"1987","1989",\N,\N,\N
"1009","Porsche","Boxster","986",\N,\N,"1996","1999",\N,\N,\N
"1010","Porsche","Boxster","987",\N,\N,"2004","2005",\N,\N,\N
"1011","Renault","Clio","Clio I",\N,\N,"1991","1992",\N,\N,\N
"1012","Renault","Clio","Clio II",\N,\N,"1998","1999",\N,\N,\N
"1013","Renault","Clio","Clio III",\N,\N,"2005","2012",\N,\N,\N
"1014","Renault","Clio","Clio IV",\N,\N,"2012","2050",\N,\N,\N
"1015","Renault","Laguna","Laguna I",\N,\N,"1994","1997",\N,\N,\N
"1016","Renault","Laguna","Laguna II",\N,\N,"2000","2001",\N,\N,\N
"1017","Renault","Laguna","Laguna III",\N,\N,"2007","0000",\N,\N,\N
"1018","Renault","Megane","Megane I",\N,\N,"1996","1998",\N,\N,\N
"1019","Renault","Megane","Megane II",\N,\N,"2002","2008",\N,\N,\N
"1020","Renault","Megane","Megane III",\N,\N,"2008","2010",\N,\N,\N
"1021","Renault","Scenic","Scenic I",\N,\N,"1999","2001",\N,\N,\N
"1022","Renault","Scenic","Scenic II",\N,\N,"2003","2009",\N,\N,\N
"1023","Renault","Scenic","Scenic III",\N,\N,"2009","0000",\N,\N,\N
"1024","Saab","9-3","Gen 1",\N,\N,"1998","2002",\N,\N,\N
"1025","Saab","9-3","Gen 2",\N,\N,"2002","2012",\N,\N,\N
"1026","Skoda","Octavia","5",\N,\N,"2013","2050",\N,\N,\N
"1027","Skoda","Octavia","1U",\N,\N,"1998","2000",\N,\N,\N
"1028","Skoda","Octavia","1Z",\N,\N,"2004","2013",\N,\N,\N
"1029","Skoda","Superb","3T",\N,\N,"2008","0000",\N,\N,\N
"1030","Skoda","Superb","3U",\N,\N,"2001","0000",\N,\N,\N
"1031","Opel","Astra","Astra F",\N,\N,"1991","1994",\N,\N,\N
"1032","Opel","Astra","Astra G",\N,\N,"1998","2000",\N,\N,\N
"1033","Opel","Astra","Astra H",\N,\N,"2004","2010",\N,\N,\N
"1034","Opel","Astra","Astra J",\N,\N,"2009","2013",\N,\N,\N
"1035","Opel","Corsa","Corsa B",\N,\N,"1993","2000",\N,\N,\N
"1036","Opel","Corsa","Corsa C",\N,\N,"2000","2003",\N,\N,\N
"1037","Opel","Corsa","Corsa D",\N,\N,"2006","2050",\N,\N,\N
"1038","Opel","Vectra","Vectra B",\N,\N,"1995","2000",\N,\N,\N
"1039","Opel","Vectra","Vectra C",\N,\N,"2002","2008",\N,\N,\N
"1040","Volkswagen","Golf","Mk3",\N,\N,"1992","1998",\N,\N,\N
"1041","Volkswagen","Golf","Mk4",\N,\N,"1997","2001",\N,\N,\N
"1042","Volkswagen","Golf","Mk5",\N,\N,"2003","2008",\N,\N,\N
"1043","Volkswagen","Golf","Mk6",\N,\N,"2008","2013",\N,\N,\N
"1044","Volkswagen","Golf","Plus",\N,\N,"2003","0000",\N,\N,\N
"1045","Volkswagen","Passat","B3 B4",\N,\N,"1990","1996",\N,\N,\N
"1046","Volkswagen","Passat","B5 B5.5",\N,\N,"1996","2001",\N,\N,\N
"1047","Volkswagen","Passat","B6 B7",\N,\N,"2005","0000",\N,\N,\N
"1048","Volkswagen","Polo","6N",\N,\N,"1994","2002",\N,\N,\N
"1049","Volkswagen","Polo","6R",\N,\N,"2009","2050",\N,\N,\N
"1050","Volkswagen","Polo","9N",\N,\N,"2002","2009",\N,\N,\N
"1051","Volkswagen","Transporter","T4",\N,\N,"1997","2003",\N,\N,\N
"1052","Volkswagen","Transporter","T5",\N,\N,"2003","2010",\N,\N,\N
"1467","Audi","A5","8F7",\N,\N,"2007","2050",\N,\N,\N
"1468","Audi","A5","8T3",\N,\N,"2007","2050",\N,\N,\N
"1469","Audi","A5","8TA",\N,\N,"2007","2050",\N,\N,\N
"1470","Audi","RS5","8F7",\N,\N,"2010","2050",\N,\N,\N
"1471","Audi","RS5","8T3",\N,\N,"2010","2050",\N,\N,\N
"1472","Audi","RS5","8TA",\N,\N,"2010","2050",\N,\N,\N
"1473","Audi","S5","8F7",\N,\N,"2008","2050",\N,\N,\N
"1474","Audi","S5","8T3",\N,\N,"2008","2050",\N,\N,\N
"1475","Audi","S5","8TA",\N,\N,"2008","2050",\N,\N,\N
"1476","BMW","1-Series","E81",\N,\N,"2004","2014",\N,\N,\N
"1477","BMW","1-Series","E82",\N,\N,"2004","2014",\N,\N,\N
"1478","BMW","1-Series","E87",\N,\N,"2004","2014",\N,\N,\N
"1479","BMW","1-Series","E88",\N,\N,"2004","2014",\N,\N,\N
"1480","BMW","1-Series","F20",\N,\N,"2011","2050",\N,\N,\N
"1481","BMW","1-Series","F21",\N,\N,"2011","2050",\N,\N,\N
"1482","BMW","2-Series","F22",\N,\N,"2014","2050",\N,\N,\N
"1483","BMW","3-Series","E90",\N,\N,"2009","2012",\N,\N,\N
"1484","BMW","3-Series","E91",\N,\N,"2009","2012",\N,\N,\N
"1485","BMW","3-Series","E92",\N,\N,"2009","2012",\N,\N,\N
"1486","BMW","3-Series","E93",\N,\N,"2009","2012",\N,\N,\N
"1487","BMW","3-Series","F30",\N,\N,"2011","2050",\N,\N,\N
"1488","BMW","3-Series","F31",\N,\N,"2011","2050",\N,\N,\N
"1489","BMW","4-Series","F32",\N,\N,"2011","2050",\N,\N,\N
"1490","BMW","4-Series","F33",\N,\N,"2013","2050",\N,\N,\N
"1491","BMW","5-Series","E60",\N,\N,"2003","2005",\N,\N,\N
"1492","BMW","5-Series","E61",\N,\N,"2003","2005",\N,\N,\N
"1493","BMW","5-Series","F10",\N,\N,"2011","2050",\N,\N,\N
"1494","BMW","5-Series","F11",\N,\N,"2011","2050",\N,\N,\N
"1495","BMW","6-Series","E63",\N,\N,"2004","2050",\N,\N,\N
"1496","BMW","6-Series","E64",\N,\N,"2004","2050",\N,\N,\N
"1497","BMW","6-Series","F12",\N,\N,"2011","2050",\N,\N,\N
"1498","BMW","6-Series","F13",\N,\N,"2011","2050",\N,\N,\N
"1499","BMW","7-Series","E65",\N,\N,"2003","2005",\N,\N,\N
"1500","BMW","7-Series","E66",\N,\N,"2003","2005",\N,\N,\N
"1501","BMW","7-Series","F01",\N,\N,"2008","2012",\N,\N,\N
"1502","BMW","7-Series","F02",\N,\N,"2008","2012",\N,\N,\N
"1503","BMW","X-Series","E84",\N,\N,"2012","2050",\N,\N,\N
"1504","BMW","X-Series","F25",\N,\N,"2010","2050",\N,\N,\N
"1505","BMW","Z-Series","Z4 E89",\N,\N,"2010","2050",\N,\N,\N
"1506","Ford","Mondeo","MkI",\N,\N,"1999","2000",\N,\N,\N
"1507","Ford","Mondeo","MkII",\N,\N,"1999","2000",\N,\N,\N
"1508","Mercedes","CLK","A208",\N,\N,"2002","2003",\N,\N,\N
"1509","Mercedes","CLK","A209",\N,\N,"2005","2009",\N,\N,\N
"1510","Mercedes","CLK","C209",\N,\N,"2005","2009",\N,\N,\N
"1511","Mercedes","CLK","W208",\N,\N,"2002","2003",\N,\N,\N
"1512","Renault","Grand-Scenic","Grand-Scenic II",\N,\N,"2005","2050",\N,\N,\N
"1513","Renault","Grand-Scenic","Grand-Scenic III",\N,\N,"2009","2050",\N,\N,\N
"1514","Volkswagen","Golf","Mk7",\N,\N,"2013","2050",\N,\N,\N
"1515","Volkswagen","Passat","B3",\N,\N,"1990","1996",\N,\N,\N
"1516","Volkswagen","Passat","B4",\N,\N,"1990","1996",\N,\N,\N
"1517","Volkswagen","Passat","B5",\N,\N,"2004","2005",\N,\N,\N
"1518","Volkswagen","Passat","B5.5",\N,\N,"2004","2005",\N,\N,\N
"1519","Volkswagen","Passat","B6",\N,\N,"2008","2010",\N,\N,\N
"1520","Volkswagen","Passat","B7",\N,\N,"2008","2010",\N,\N,\N
"1521","Abarth","500","",\N,\N,"2008","2050",\N,"Y",\N
"1522","Alfa Romeo","145","",\N,\N,"1994","2001",\N,"Y",\N
"1523","Alfa Romeo","146","",\N,\N,"1994","2001",\N,"Y",\N
"1524","Alfa Romeo","147","",\N,\N,"2003","2050",\N,"Y",\N
"1525","Alfa Romeo","148","",\N,\N,"2004","2050",\N,"Y",\N
"1526","Alfa Romeo","155","",\N,\N,"1992","1998",\N,"Y",\N
"1527","Alfa Romeo","156","",\N,\N,"1997","2050",\N,"Y",\N
"1528","Alfa Romeo","159","",\N,\N,"2005","2050",\N,"Y",\N
"1529","Alfa Romeo","164","",\N,\N,"1988","2050",\N,"Y",\N
"1530","Alfa Romeo","Brera","",\N,\N,"2007","2050",\N,"Y",\N
"1531","Alfa Romeo","Giulietta","",\N,\N,"2010","2050",\N,"Y",\N
"1532","Alfa Romeo","GT","",\N,\N,"2004","2050",\N,"Y",\N
"1533","Alfa Romeo","GTV","",\N,\N,"1996","2003",\N,"Y",\N
"1534","Alfa Romeo","Spider","",\N,\N,"1996","2003",\N,"Y",\N
"1535","Aprilia","RSV","",\N,\N,"1998","2003",\N,"Y",\N
"1536","Audi","80","",\N,\N,"1993","1996",\N,"Y",\N
"1537","Audi","S2","",\N,\N,"1989","1996",\N,"Y",\N
"1538","Bentley","Continental","",\N,\N,"2003","2006",\N,"Y",\N
"1539","BMW","F","",\N,\N,"2007","2050",\N,"Y",\N
"1540","BMW","F800","",\N,\N,"2007","2050",\N,"Y",\N
"1541","BMW","K1200","",\N,\N,"2006","2050",\N,"Y",\N
"1542","BMW","R1200","",\N,\N,"2006","2050",\N,"Y",\N
"1543","Buick","Encore","",\N,\N,"2012","2050",\N,"Y",\N
"1544","Buick","Regal","",\N,\N,"2009","2050",\N,"Y",\N
"1545","Cadillac","BLS","",\N,\N,"2006","2050",\N,"Y",\N
"1546","Caterham","Roadsport","",\N,\N,"2001","2050",\N,"Y",\N
"1547","Chevrolet","Aveo","",\N,\N,"2011","2050",\N,"Y",\N
"1548","Chevrolet","Captiva","",\N,\N,"2007","2050",\N,"Y",\N
"1549","Chevrolet","Cruze","",\N,\N,"2009","2050",\N,"Y",\N
"1550","Chevrolet","Orlando","",\N,\N,"2011","2050",\N,"Y",\N
"1551","Chevrolet","Trax","",\N,\N,"2012","2050",\N,"Y",\N
"1552","Chrysler","300C","",\N,\N,"2005","2050",\N,"Y",\N
"1553","Chrysler","Crossfire","",\N,\N,"2003","2050",\N,"Y",\N
"1554","Chrysler","Grand-Voyager","",\N,\N,"2001","2050",\N,"Y",\N
"1555","Chrysler","Neon","",\N,\N,"1999","2002",\N,"Y",\N
"1556","Chrysler","PT","",\N,\N,"2000","2050",\N,"Y",\N
"1557","Chrysler","Sebring","",\N,\N,"2007","2050",\N,"Y",\N
"1558","Chrysler","Voyager","",\N,\N,"1998","2050",\N,"Y",\N
"1559","Citroen","AX","",\N,\N,"1990","1992",\N,"Y",\N
"1560","Citroen","Berlingo","",\N,\N,"2000","2050",\N,"Y",\N
"1561","Citroen","BX","",\N,\N,"1990","1993",\N,"Y",\N
"1562","Citroen","C-Crosser","",\N,\N,"2007","2050",\N,"Y",\N
"1563","Citroen","C2","",\N,\N,"2003","2050",\N,"Y",\N
"1564","Citroen","C3","",\N,\N,"2002","2050",\N,"Y",\N
"1565","Citroen","C4","",\N,\N,"2004","2050",\N,"Y",\N
"1566","Citroen","C5","",\N,\N,"2000","2050",\N,"Y",\N
"1567","Citroen","C6","",\N,\N,"2005","2050",\N,"Y",\N
"1568","Citroen","C8","",\N,\N,"2001","2050",\N,"Y",\N
"1569","Citroen","Dispatch","",\N,\N,"2010","2050",\N,"Y",\N
"1570","Citroen","DS3","",\N,\N,"2010","2050",\N,"Y",\N
"1571","Citroen","DS4","",\N,\N,"2011","2050",\N,"Y",\N
"1572","Citroen","DS5","",\N,\N,"2011","2050",\N,"Y",\N
"1573","Citroen","Evasion","",\N,\N,"1995","2002",\N,"Y",\N
"1574","Citroen","Jumpy","",\N,\N,"2010","2050",\N,"Y",\N
"1575","Citroen","Saxo","",\N,\N,"1996","2002",\N,"Y",\N
"1576","Citroen","Synergie","",\N,\N,"2000","2002",\N,"Y",\N
"1577","Citroen","Xantia","",\N,\N,"1996","2001",\N,"Y",\N
"1578","Citroen","XM","",\N,\N,"1994","2000",\N,"Y",\N
"1579","Citroen","Xsara","",\N,\N,"1998","2050",\N,"Y",\N
"1580","Citroen","ZX","",\N,\N,"1990","1996",\N,"Y",\N
"1581","Dacia","Duster","",\N,\N,"2010","2050",\N,"Y",\N
"1582","Dacia","Lodgy","",\N,\N,"2012","2050",\N,"Y",\N
"1583","Daewoo","Espero","",\N,\N,"1995","1998",\N,"Y",\N
"1584","Daewoo","Lanos","",\N,\N,"1997","2002",\N,"Y",\N
"1585","Daewoo","Matiz","",\N,\N,"1998","2000",\N,"Y",\N
"1586","Daewoo","Nexia","",\N,\N,"1995","1998",\N,"Y",\N
"1587","Dodge","Caliber","",\N,\N,"2006","2050",\N,"Y",\N
"1588","Dodge","Nitro","",\N,\N,"2007","2050",\N,"Y",\N
"1589","Ducati","748","",\N,\N,"1994","2002",\N,"Y",\N
"1590","Ducati","916","",\N,\N,"1995","1998",\N,"Y",\N
"1591","Ducati","996","",\N,\N,"1999","2002",\N,"Y",\N
"1592","Ferrari","355","",\N,\N,"1995","1999",\N,"Y",\N
"1593","Ferrari","360","",\N,\N,"1999","2050",\N,"Y",\N
"1594","Ferrari","456","",\N,\N,"1998","2050",\N,"Y",\N
"1595","Ferrari","512","",\N,\N,"1992","1994",\N,"Y",\N
"1596","Fiat","Barchetta","",\N,\N,"1995","2050",\N,"Y",\N
"1597","Fiat","Brava","",\N,\N,"1995","2002",\N,"Y",\N
"1598","Fiat","Bravo","",\N,\N,"1995","2050",\N,"Y",\N
"1599","Fiat","Cinquecento","",\N,\N,"1995","2050",\N,"Y",\N
"1600","Fiat","Coupe","",\N,\N,"1995","2050",\N,"Y",\N
"1601","Fiat","Doblo","",\N,\N,"2002","2050",\N,"Y",\N
"1602","Fiat","Ducato","",\N,\N,"1970","2050",\N,"Y",\N
"1603","Fiat","Fiorino","",\N,\N,"2008","2050",\N,"Y",\N
"1604","Fiat","Idea","",\N,\N,"2004","2007",\N,"Y",\N
"1605","Fiat","Marea","",\N,\N,"1997","2050",\N,"Y",\N
"1606","Fiat","Multipla","",\N,\N,"2000","2004",\N,"Y",\N
"1607","Fiat","Panda","",\N,\N,"2005","2050",\N,"Y",\N
"1608","Fiat","Punto","",\N,\N,"1994","2050",\N,"Y",\N
"1609","Fiat","Sedici","",\N,\N,"2006","2050",\N,"Y",\N
"1610","Fiat","Seicento","",\N,\N,"1998","2050",\N,"Y",\N
"1611","Fiat","Stilo","",\N,\N,"2002","2050",\N,"Y",\N
"1612","Fiat","Tempra","",\N,\N,"1995","1996",\N,"Y",\N
"1613","Fiat","Tipo","",\N,\N,"1992","1995",\N,"Y",\N
"1614","Fiat","Ulysse","",\N,\N,"1995","2050",\N,"Y",\N
"1615","Ford","B-Max","",\N,\N,"2012","2050",\N,"Y",\N
"1616","Ford","Cougar","",\N,\N,"1998","2002",\N,"Y",\N
"1617","Ford","Escort","",\N,\N,"1984","1996",\N,"Y",\N
"1618","Ford","Figo","",\N,\N,"2010","2050",\N,"Y",\N
"1619","Ford","Fusion","",\N,\N,"2002","2050",\N,"Y",\N
"1620","Ford","Ka","",\N,\N,"1996","2050",\N,"Y",\N
"1621","Ford","Kuga","",\N,\N,"2008","2050",\N,"Y",\N
"1622","Ford","Maverick","",\N,\N,"1996","1999",\N,"Y",\N
"1623","Ford","Puma","",\N,\N,"1997","2002",\N,"Y",\N
"1624","Ford","Ranger","",\N,\N,"2011","2050",\N,"Y",\N
"1625","Ford","S-Max","",\N,\N,"2006","2050",\N,"Y",\N
"1626","Ford","Sierra","",\N,\N,"1986","1993",\N,"Y",\N
"1627","Holden","Captiva","",\N,\N,"2007","2050",\N,"Y",\N
"1628","Holden","Cruze","",\N,\N,"2009","2050",\N,"Y",\N
"1629","Holden","HSV","",\N,\N,"2006","2050",\N,"Y",\N
"1630","Holden","Orlando","",\N,\N,"2011","2050",\N,"Y",\N
"1631","Holden","Trax","",\N,\N,"2012","2050",\N,"Y",\N
"1632","Holden","VE","",\N,\N,"2006","2050",\N,"Y",\N
"1633","Honda","Accord","",\N,\N,"1970","2050",\N,"Y",\N
"1634","Honda","Civic","",\N,\N,"1970","2050",\N,"Y",\N
"1635","Honda","Concerto","",\N,\N,"1992","1995",\N,"Y",\N
"1636","Honda","CR-V","",\N,\N,"1970","2050",\N,"Y",\N
"1637","Honda","CRX","",\N,\N,"1991","1995",\N,"Y",\N
"1638","Honda","FR-V","",\N,\N,"2005","2050",\N,"Y",\N
"1639","Honda","Legend","",\N,\N,"1991","1995",\N,"Y",\N
"1640","Honda","NSX","",\N,\N,"1990","1998",\N,"Y",\N
"1641","Honda","Prelude","",\N,\N,"1992","1997",\N,"Y",\N
"1642","Hyundai","Accent","",\N,\N,"1997","1999",\N,"Y",\N
"1643","Hyundai","Coupe","",\N,\N,"1997","2002",\N,"Y",\N
"1644","Hyundai","Getz","",\N,\N,"2000","2050",\N,"Y",\N
"1645","Hyundai","i20","",\N,\N,"2009","2050",\N,"Y",\N
"1646","Hyundai","i30","",\N,\N,"2007","2050",\N,"Y",\N
"1647","Hyundai","i800","",\N,\N,"2008","2050",\N,"Y",\N
"1648","Hyundai","iLoad","",\N,\N,"2010","2050",\N,"Y",\N
"1649","Hyundai","ix35","",\N,\N,"2010","2050",\N,"Y",\N
"1650","Hyundai","Lantra","",\N,\N,"1996","2001",\N,"Y",\N
"1651","Hyundai","Matrix","",\N,\N,"2005","2007",\N,"Y",\N
"1652","Hyundai","S-Coupe","",\N,\N,"1992","1995",\N,"Y",\N
"1653","Hyundai","SantaFe","",\N,\N,"2003","2050",\N,"Y",\N
"1654","Hyundai","Sonata","",\N,\N,"1994","2050",\N,"Y",\N
"1655","Hyundai","Trajet","",\N,\N,"2001","2050",\N,"Y",\N
"1656","Hyundai","Tucson","",\N,\N,"2004","2050",\N,"Y",\N
"1657","Isuzu","D-Max","",\N,\N,"2012","2050",\N,"Y",\N
"1658","Isuzu","Rodeo","",\N,\N,"2003","2050",\N,"Y",\N
"1659","Isuzu","Trooper","",\N,\N,"1998","2003",\N,"Y",\N
