"76","Audi","A6 All Models","1997 - 2004","Turbo-Diesel","1896","4","110","225","27","69","320","N","N","?","vagtd110.pdf","","","","Y","No comments"
"77","Audi","A6 All Models","2000 - 2004","Turbo-Diesel","1896","4","115","285","46","120","320","N","N","?","vagtd115.pdf","","","","Y","No comments"
"78","Audi","A6 All Models","2001 - 2004","Turbo-Diesel","1896","4","130","310","31","56","320","N","N","?","vagpd130.pdf","","","","Y","No comments"
"79","Audi","A6 All Models","2001 - 2004","Turbo-Diesel","2496","6","155","310","27","51","320","N","N","?","vagv6td155.pdf","","","","Y","No comments"
"80","Audi","A6 All Models","2002 - 2004","Turbo-Diesel","2496","6","163","310","28","52","320","N","N","?","a4v6tdi163bhp.pdf","","","","Y","No comments"
"81","Audi","A6 All Models","1998 - 2004","Turbo-Diesel","2496","6","150","235","29","66","320","N","N","?","vagv6tdi150.pdf","","","","Y","No comments"
"82","Audi","A6 All Models","2000 - 2004","Turbo-Diesel","2496","6","180","370","20","78","320","N","N","?","v6tdi180.pdf","","","","Y","No comments"
"95","Audi","A6 2.0 TDI","2004 - 2007","Turbo-Diesel","1968","4","140","320","37","75","365","Y","N","F","a420tdi.pdf","","","","Y","No comments"
"96","Audi","A6 2.7 TDI","9/2004 - 9/2008","Turbo-Diesel","2698","6","177","380","38","66","365","Y","N","F","a427v6tdi.pdf","","","","Y","No comments"
"97","Audi","A6 3.0 V6 TDI","3/2004 - 6/2008","Turbo-Diesel","2967","6","221","450","52","109","365","Y","N","F","a63lv6tdi.pdf","vag3lv6225tdi.pdf","","","Y","No comments"
"101","Audi","A8 3.0 V6 TDI (233PS)","9/2003 - 3/2010","Turbo-Diesel","2967","6","229","450","48","111","365","Y","N","F","a83lv6tdi.pdf","","","","Y","No comments"
"102","Audi","A8","2003 onwards","Turbo-Diesel","3936","8","270","0","42","103","365","N","N","?","a84lv8tdi.pdf","","","","Y","No comments"
"103","Audi","A8","2005 onwards","Turbo-Diesel","4134","8","321","650","48","116","365","N","N","?","a842v8tdi.pdf","","","","Y","No comments"
"104","Audi","80 Saloon","","Turbo-Diesel","1900","4","0","0","30","0","320","N","N","?","","","","","Y","No comments"
"105","Audi","80 Avant","","Turbo-Diesel","1900","4","0","0","30","0","320","N","N","?","","","","","Y","No comments"
"106","Audi","100","","Turbo-Diesel","1900","4","0","0","30","0","320","N","N","?","","","","","Y","No comments"
"107","BMW","118 E87 (D)","9/2004 - 3/2007","Turbo-Diesel","1995","4","120","280","35","77","365","Y","N","F","318d.pdf","","","","Y","No comments"
"108","BMW","120 E81/2/7/8 (D)","2004 - 2007","Turbo-Diesel","1995","4","163","340","33","71","365","Y","N","F","120d163bhp.pdf","BMW120d.pdf","","","Y","No comments"
"109","BMW","318 E36","1995 - 1998","Turbo-Diesel","1665","4","90","190","30","0","320","N","N","?","","","","","Y","No comments"
"110","BMW","325 E36","1993 - 1998","Turbo-Diesel","2498","6","115","0","30","0","320","N","N","?","","","","","Y","No comments"
"111","BMW","325 E36","1993 - 1998","Turbo-Diesel","2498","6","143","280","30","0","320","N","N","?","","","","","Y","No comments"
"112","BMW","324 E34","","Turbo-Diesel","2443","0","113","0","25","50","320","N","N","?","","","","","Y","No comments"
"113","BMW","318 E46 (D)","2004 - 2005","Turbo-Diesel","1994","4","115","280","35","77","365","Y","N","F","318d.pdf","BMW318dE46.pdf","","","Y","No comments"
"114","BMW","320 E46","1999 - 2005","Turbo-Diesel","1994","4","136","280","31","50","320","N","N","F","","","","","Y","No comments"
"115","BMW","320 E46 (D)","2001 - 2005","Turbo-Diesel","1994","4","150","330","34","62","320","Y","N","F","320d150bhp.pdf","bmw320d.pdf","","","Y","No comments"
"116","BMW","330 E46 (D) (184PS)","1999 - 2003","Turbo-Diesel","2926","6","181","390","27","89","320","Y","N","F","330d.pdf","bmw330d.pdf","","","Y","No comments"
"117","BMW","330 E46 (D) (204PS)","2003 - 2007","Turbo-Diesel","2993","6","201","410","46","94","365","Y","N","F","330d204.pdf","","","","Y","No comments"
"118","BMW","318 E90 (D)","2005 - 2007","Turbo-Diesel","1995","4","120","280","35","77","365","Y","N","F","318d.pdf","","","","Y","No comments"
"119","BMW","320 E90 (D)","2005 - 2007","Turbo-Diesel","1995","4","163","340","33","71","365","Y","N","F","120d163bhp.pdf","","","","Y","No comments"
"120","BMW","330 E90 (D) (231PS)","2005 - 2008","Turbo-Diesel","2993","6","228","500","49","78","365","Y","N","F","BMW30D231bhp-Manual.pdf","","","","Y","No comments"
"121","BMW","524 E34","","Turbo-Diesel","2443","0","113","0","25","50","320","N","N","C","","","","","Y","No comments"
"122","BMW","525 E34","1993 - 1996","Turbo-Diesel","2498","6","115","0","30","0","320","N","N","C","","","","","Y","No comments"
"123","BMW","525 E34","1993 - 1996","Turbo-Diesel","2498","6","143","280","30","0","320","N","N","C","","","","","Y","No comments"
"124","BMW","525 E39 TDS","1996 - 1998","Turbo-Diesel","2498","6","143","280","30","0","320","N","N","F","","","","","Y","No comments"
"125","BMW","525 E39 (D) (163PS)","2000 - 2003","Turbo-Diesel","2497","6","161","350","36","135","320","Y","N","F","525d.pdf","","","","Y","No comments"
"126","BMW","530 E39 (D) (184PS)","1998 - 2000","Turbo-Diesel","2926","6","181","390","27","89","320","Y","N","F","330d.pdf","","","","Y","No comments"
"127","BMW","530 E39 (D) (193PS)","2000 - 2003","Turbo-Diesel","2926","6","190","410","27","89","320","Y","N","F","530d193bhp.pdf","","","","Y","No comments"
"128","BMW","520 E60/E61 (D)","2005 - 2008","Turbo-Diesel","1995","4","163","340","35","85","365","Y","N","F","520d163.pdf","","","","Y","No comments"
"129","BMW","525 E60 (D)","2004 - 2006","Turbo-Diesel","2497","6","174","400","30","63","365","Y","N","F","e60525d.pdf","","","","Y","No comments"
"130","BMW","530 E60/E61 (D)","2003 - 2006","Turbo-Diesel","2993","6","218","500","45","97","365","Y","N","F","x5d218bhp.pdf","","","","Y","No comments"
"131","BMW","530 E60/E61 (D)","2005 - 2009","Turbo-Diesel","2993","6","231","500","46","132","365","Y","N","F","E90330DAuto.pdf","","","","Y","No comments"
"132","BMW","535 E60/E61 (D)","2004 - 2007","Turbo-Diesel","2993","6","272","560","47","84","365","Y","N","F","e60535d.pdf","","","","Y","No comments"
"133","BMW","730 E65 (D)","2005 onwards","Turbo-Diesel","2993","6","231","500","46","132","365","Y","N","F","E90330DAuto.pdf","","","","Y","No comments"
"134","Chrysler","PT Cruiser CRD","2002 onwards","Turbo-Diesel","2148","4","119","300","32","64","320","N","N","?","","","","","Y","No comments"
"135","Chrysler","Voyager TD","1998 - 2001","Turbo-Diesel","2499","4","114","262","30","65","320","N","N","?","","","","","Y","No comments"
"136","Chrysler","Voyager CRD","2001 - 2004","Turbo-Diesel","2499","4","140","312","31","63","320","N","N","?","vytd25crd.pdf","","","","Y","No comments"
"137","Chrysler","Voyager CRD","2004 onwards","Turbo-Diesel","2499","4","140","340","31","65","365","N","N","?","","","","","Y","No comments"
"138","Chrysler","Voyager CRD","2004 onwards","Turbo-Diesel","2776","4","150","359","33","69","365","N","N","?","","","","","Y","No comments"
"139","Chrysler","Grand Voyager CRD","2001 - 2004","Turbo-Diesel","2499","4","140","312","31","65","320","N","N","?","","","","","Y","No comments"
"140","Chrysler","Grand Voyager CRD","2004 onwards","Turbo-Diesel","2499","4","140","340","30","70","365","N","N","?","","","","","Y","No comments"
"141","Chrysler","Grand Voyager CRD","2004 onwards","Turbo-Diesel","2776","4","150","359","31","70","365","N","N","?","","","","","Y","No comments"
"142","Chrysler","300C CRD","2005 onwards","Turbo-Diesel","2987","6","218","510","37","70","365","N","N","?","320cdi224bhp.pdf","","","","Y","No comments"
"143","Jeep","Cherokee TD","1997 - 2001","Turbo-Diesel","2499","4","114","290","31","65","320","N","N","?","","","","","Y","No comments"
"144","Jeep","Cherokee CRD","2001 - 2005","Turbo-Diesel","2499","4","141","340","29","63","320","N","N","?","","","","","Y","No comments"
"145","Jeep","Cherokee CRD","2004 onwards","Turbo-Diesel","2776","4","146","360","29","63","365","N","N","?","","","","","Y","No comments"
"146","Jeep","Grand Cherokee CRD","2001 - 2005","Turbo-Diesel","2685","5","161","400","30","61","320","N","N","?","","","","","Y","No comments"
"147","Jeep","Grand Cherokee 3.0 CRD V6 (218PS)","3/2005 - 2011","Turbo-Diesel","2987","6","215","510","37","70","365","N","N","?","320cdi224bhp.pdf","","","","Y","No comments"
"148","Jeep","Grand Cherokee TD","1998 - 2001","Turbo-Diesel","2499","4","114","262","30","65","320","N","N","?","","","","","Y","No comments"
"149","Jeep","Grand Cherokee TD","1999 - 2001","Turbo-Diesel","3125","5","138","383","32","67","320","N","N","?","","","","","Y","No comments"
"150","Citroen","C2 HDI","2003 onwards","Turbo-Diesel","1398","4","70","160","16","51","320","N","N","?","c214hdi70bhp.pdf","","","","Y","No comments"
"151","Citroen","C3 HDI","2002 onwards","Turbo-Diesel","1398","4","70","160","16","51","320","N","N","?","c214hdi70bhp.pdf","","","","Y","No comments"
"152","Citroen","C5 HDI","2001 - 2004","Turbo-Diesel","1997","4","90","205","23","54","320","N","N","?","psahdi90.pdf","","","","Y","No comments"
"153","Citroen","C5 HDI","2001 - 2004","Turbo-Diesel","1997","4","110","250","31","62","320","N","N","?","psahdi110.pdf","","","","Y","No comments"
"154","Citroen","C5 HDI","2001 onwards","Turbo-Diesel","2179","4","136","315","40","81","320","N","N","?","psa22hdi.pdf","","","","Y","No comments"
"155","Citroen","C5 HDI","2004 onwards","Turbo-Diesel","1560","4","110","240","19","33","320","N","N","?","picasso16hdi110.pdf","","","","Y","No comments"
"156","Citroen","Berlingo HDI","2002 onwards","Turbo-Diesel","1997","4","90","205","23","54","320","N","N","?","psahdi90.pdf","","","","Y","No comments"
"157","Citroen","C8 HDI","2001 - 2004","Turbo-Diesel","1997","4","110","250","31","62","320","N","N","?","psahdi110.pdf","","","","Y","No comments"
"158","Citroen","C8 HDI","2001 onwards","Turbo-Diesel","2179","4","136","315","40","81","320","N","N","?","psa22hdi.pdf","","","","Y","No comments"
"159","Fiat","Punto JTD","1999 - 2003","Turbo-Diesel","1910","4","80","196","30","55","320","N","N","?","","","","","Y","No comments"
"160","Fiat","Punto JTD","2002 - 2003","Turbo-Diesel","1910","4","85","196","19","40","320","N","N","?","punjtd.pdf","","","","Y","No comments"
"161","Fiat","Punto JTD","2003 onwards","Turbo-Diesel","1910","4","85","196","19","40","320","N","N","?","punjtd.pdf","","","","Y","No comments"
"162","Fiat","Punto JTD","2003 onwards","Turbo-Diesel","1910","4","100","260","28","48","320","N","N","?","","","","","Y","No comments"
"163","Fiat","Bravo JTD","1999 - 2001","Turbo-Diesel","1910","4","100","200","25","55","320","N","N","?","","","","","Y","No comments"
"164","Fiat","Bravo JTD","1999 - 2001","Turbo-Diesel","1910","4","105","200","25","55","320","N","N","?","","","","","Y","No comments"
"165","Fiat","Brava JTD","1999 - 2001","Turbo-Diesel","1910","4","100","200","29","55","320","N","N","?","","","","","Y","No comments"
"167","Fiat","Multipla JTD","2000 - 2000","Turbo-Diesel","1910","4","105","200","31","55","320","N","N","?","","","","","Y","No comments"
"168","Fiat","Multipla JTD","2000 - 2002","Turbo-Diesel","1910","4","110","200","30","55","320","N","N","?","","","","","Y","No comments"
"169","Fiat","Multipla JTD","2002 - 2004","Turbo-Diesel","1910","4","115","203","30","55","320","N","N","?","","","","","Y","No comments"
"170","Fiat","Marea TD","1997 - 1999","Turbo-Diesel","1910","4","100","200","29","55","320","N","N","?","","","","","Y","No comments"
"171","Fiat","Marea JTD","1997 - 1999","Turbo-Diesel","2387","5","125","265","32","61","320","N","N","?","","","","","Y","No comments"
"172","Fiat","Marea JTD","2000 onwards","Turbo-Diesel","1910","4","110","200","29","55","320","N","N","?","","","","","Y","No comments"
"173","Fiat","Marea JTD","1999 - 2001","Turbo-Diesel","2387","5","130","304","32","55","320","N","N","?","alf24jtd.pdf","","","","Y","No comments"
"174","Fiat","Ulysse JTD","1999 onwards","Turbo-Diesel","1997","4","110","200","25","55","320","N","N","?","","","","","Y","No comments"
"175","Fiat","Ducato JTD","","Turbo-Diesel","1997","4","0","0","30","50","320","N","N","?","","","","","Y","No comments"
"176","Fiat","Ducato JTD","","Turbo-Diesel","2800","4","122","0","33","55","320","N","N","?","","","","","Y","No comments"
"177","Fiat","Doblo JTD","2002 - 2004","Turbo-Diesel","1910","4","100","200","26","65","320","N","N","?","","","","","Y","No comments"
"178","Fiat","Doblo JTD","2004 onwards","Turbo-Diesel","1910","4","105","200","31","61","320","N","N","?","","","","","Y","No comments"
"179","Ford","Fiesta TD","2000 - 2001","Turbo-Diesel","1753","4","73","140","21","54","320","Y","N","F","fiestatd.pdf","","","","Y","No comments"
"180","Ford","Focus TD","1998 - 2004","Turbo-Diesel","1753","4","90","200","33","73","320","Y","N","F","focustd.pdf","focustddi.pdf","","","Y","No comments"
"181","Ford","Focus TDCi","2001 - 2005","Turbo-Diesel","1753","4","115","250","21","46","320","Y","N","F","focus18tdci115bhp-d.pdf","","","","Y","No comments"
"182","Ford","Focus TDCi","2002 - 2005","Turbo-Diesel","1753","4","100","240","31","66","320","Y","N","F","","","","","Y","No comments"
"183","Ford","Focus TDCi","2005 - 9/2009","Turbo-Diesel","1560","4","110","260","21","37","320","Y","N","F","focus16tdci110bhp.pdf","","","","Y","No comments"
"184","Ford","Mondeo TDDi","2000 - 2002","Turbo-Diesel","1998","4","115","285","33","50","320","Y","N","F","mondtd.pdf","","","","Y","No comments"
"185","Ford","Mondeo TDCi","2005 - 2006","Turbo-Diesel","1998","4","90","0","30","51","320","Y","N","F","","","","","Y","No comments"
"186","Ford","Mondeo TDCi","2003 - 2006","Turbo-Diesel","1998","4","115","285","22","42","320","Y","N","F","mondeotdci115bhp2002on-d.pdf","","","","Y","No comments"
"187","Ford","Mondeo TDCi","2002 - 2006","Turbo-Diesel","1998","4","130","330","33","50","320","Y","N","F","mondeotdci130bhp-d.pdf","MondeoTDCi 130 new Bluefin.pdf","","","Y","No comments"
"188","Ford","Mondeo TDCi","6/2004 - 3/2007","Turbo-Diesel","2198","4","155","360","30","43","320","Y","N","F","mondeo22sttdci.pdf","","","","Y","No comments"
"189","Ford","Galaxy TDi","1995 - 1997","Turbo-Diesel","1896","4","90","202","29","51","320","N","N","?","","","","","Y","No comments"
"190","Ford","Galaxy TDi","1998 - 2000","Turbo-Diesel","1896","4","110","235","27","69","320","N","N","?","vagtd110.pdf","","","","Y","No comments"
"191","Ford","Galaxy TDi","2000 onwards","Turbo-Diesel","1896","4","90","240","26","81","320","N","N","?","vagtd90.pdf","","","","Y","No comments"
"192","Ford","Galaxy TDi","2000 onwards","Turbo-Diesel","1896","4","115","310","46","120","320","N","N","?","vagtd115.pdf","","","","Y","No comments"
"193","Ford","Galaxy TDi","2002 onwards","Turbo-Diesel","1896","4","130","310","31","51","320","N","N","?","vagpd130.pdf","","","","Y","No comments"
"194","Ford","Galaxy TDi","2005 onwards","Turbo-Diesel","1896","4","150","310","39","58","320","N","N","?","vag150pd.pdf","","","","Y","No comments"
"195","Ford","Maverick TDi","1996 - 1999","Turbo-Diesel","2663","4","123","278","28","49","320","N","N","?","","","","","Y","No comments"
"196","Ford","Transit Connect","2002 onwards","Turbo-Diesel","1753","4","75","0","18","47","320","Y","N","F","","","","","Y","No comments"
"197","Ford","Transit Connect","2002 - 2006","Turbo-Diesel","1753","4","90","200","18","47","320","Y","N","F","transconnecttdci90-d.pdf","","","","Y","No comments"
"198","Ford","Transit Connect","2002 onwards","Turbo-Diesel","1753","4","115","250","18","47","320","Y","N","F","","","","","Y","No comments"
"199","Ford","Transit Di","1999 onwards","Turbo-Diesel","1998","4","0","0","18","0","320","Y","N","F","","","","","Y","No comments"
"200","Ford","Transit T350","1999 onwards","Turbo-Diesel","2400","4","137","0","34","70","320","Y","N","F","transitt350135-d.pdf","","","","Y","No comments"
"201","Ford","Transit Di","1999 onwards","Turbo-Diesel","1998","4","100","0","26","52","320","Y","N","F","trantd100.pdf","","","","Y","No comments"
"202","Honda","Accord iCDTi","2005 - 2008","Turbo-Diesel","2204","4","138","340","28","73","320","N","N","?","accordicdti.pdf","","","","Y","No comments"
"203","Honda","Civic iCDTi","2005 - 6/2009","Turbo-Diesel","2204","4","138","340","28","73","320","N","N","?","accordicdti.pdf","","","","Y","No comments"
"204","Honda","CR-V iCDTi","3/2007 - 9/2009","Turbo-Diesel","2204","4","138","340","28","73","320","N","N","?","accordicdti.pdf","","","","Y","No comments"
"205","Honda","Accord","1996 - 1998","Turbo-Diesel","1994","4","0","0","30","0","320","N","N","?","","","","","Y","No comments"
"206","Isuzu","Rodeo Denver Max","2003 - 2006","Turbo-Diesel","2500","4","100","0","30","50","320","N","N","?","","","","","Y","No comments"
"207","Isuzu","Rodeo Denver Max","2003 - 2006","Turbo-Diesel","3000","4","130","0","30","0","320","N","N","?","","","","","Y","No comments"
"209","Kia","Sorento CRDi","2003 onwards","Turbo-Diesel","2497","4","138","343","25","0","320","N","N","?","","","","","Y","No comments"
"210","Kia","Sportage CRDi","2005 onwards","Turbo-Diesel","1991","4","104","245","28","55","320","N","N","?","","","","","Y","No comments"
"211","Land Rover","Defender TD5","2002 - 2005","Turbo-Diesel","2495","5","122","300","22","44","320","N","N","?","td5def.pdf","","","","Y","No comments"
"212","Land Rover","Discovery 3 2.7 TDV6","2004 onwards","Turbo-Diesel","2720","6","187","440","40","85","365","Y","N","F","landrovertdv6.pdf","","","","Y","No comments"
"213","Land Rover","Discovery TD5","2002 - 2005","Turbo-Diesel","2495","5","135","300","45","54","320","N","N","?","td5.pdf","discotd5.pdf","","","Y","No comments"
"214","Land Rover","Range Rover Sport 2.7 TDV6","2005 onwards","Turbo-Diesel","2720","6","187","440","40","85","365","Y","N","F","landrovertdv6.pdf","RR Sport TDV6.pdf","","","Y","No comments"
"215","Land Rover","Freelander 2.0 TD4","2000 - 2006","Turbo-Diesel","1951","4","110","260","26","73","320","N","N","?","td4.pdf","td4.pdf","","","Y","No comments"
"216","Land Rover","Range Rover DSE","1997 - 2002","Turbo-Diesel","2498","6","136","0","30","0","320","N","N","?","rr25dse.pdf","rrover25dse.pdf","","","Y","No comments"
"217","Land Rover","Range Rover 3.0 TD6","3/2002 - 6/2006","Turbo-Diesel","2926","6","174","390","28","136","365","Y","N","F","td6.pdf","td6.pdf","","","Y","No comments"
"218","MG","ZR TD","2001 onwards","Turbo-Diesel","1994","4","99","240","25","40","320","N","N","?","mgzrtd.pdf","","","","Y","No comments"
"220","MG","ZS TD","2002 onwards","Turbo-Diesel","1994","4","99","240","25","40","320","N","N","?","mgzrtd.pdf","","","","Y","No comments"
"222","MG","ZT CDTi","2002 onwards","Turbo-Diesel","1951","4","114","260","35","69","320","N","N","?","75td.pdf","","","","Y","No comments"
"223","MG","ZT CDTi","2002 onwards","Turbo-Diesel","1951","4","129","300","19","62","320","N","N","?","mgzttd130.pdf","","","","Y","No comments"
"224","Mercedes","A Class 170 CDI","2000 - 2004","Turbo-Diesel","1689","4","95","180","20","55","320","N","N","?","a170cdi.pdf","","","","Y","No comments"
"225","Mercedes","A Class 160 CDI","2005 onwards","Turbo-Diesel","1992","4","82","180","30","69","365","N","N","?","","","","","Y","No comments"
"226","Mercedes","A Class 180 CDI","2005 onwards","Turbo-Diesel","1992","4","109","250","35","74","365","N","N","?","","","","","Y","No comments"
"227","Mercedes","A Class 200 CDI","2005 onwards","Turbo-Diesel","1992","4","140","300","34","89","365","N","N","?","b200cdi.pdf","","","","Y","No comments"
"228","Mercedes","B Class 180 CDI (Euro4)","2005 - 6/2008","Turbo-Diesel","1992","4","109","250","35","74","365","N","N","?","","","","","Y","No comments"
"229","Mercedes","B Class 200 CDI","2005 onwards","Turbo-Diesel","1992","4","140","300","34","89","365","N","N","?","b200cdi.pdf","","","","Y","No comments"
"230","Mercedes","C Class TD","1996 - 1999","Turbo-Diesel","2497","5","150","280","33","67","320","N","N","?","","","","","Y","No comments"
"231","Mercedes","C Class 200 CDI","1998 - 2000","Turbo-Diesel","2155","4","125","300","30","62","320","N","N","?","","","","","Y","No comments"
"232","Mercedes","C Class 220 CDI (143PS)","3/2000 - 6/2004","Turbo-Diesel","2148","4","143","340","29","59","320","N","N","?","c220cdi.pdf","","","","Y","No comments"
