"ACOTASP-05","BMC OTA KIT (ACOTASP-05) MITSUBISHI LANCER EVO X","423.6400","847.2800","847.2800","Y","0000-00-00",""
"ACOTASP-06","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-07","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-08","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-09","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-11WP","BMC OTA Intake System","480.0000","960.0000","960.0000","Y","0000-00-00",""
"ACOTASP-12","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-13","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-14","BMC OTA Intake System","1200.0000","2400.0000","2400.0000","Y","0000-00-00",""
"ACOTASP-15WP","BMC OTA Intake System","950.0000","1900.0000","1900.0000","Y","0000-00-00",""
"ACOTASP-16","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-17","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-18","BMC OTA Intake System","400.0000","800.0000","800.0000","Y","0000-00-00",""
"ACOTASP-19","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-20","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-21","BMC OTA Intake System","400.0000","800.0000","800.0000","Y","0000-00-00",""
"ACOTASP-22","BMC OTA Intake System","420.0000","840.0000","840.0000","Y","0000-00-00",""
"ACOTASP-23","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"ACOTASP-24","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"ACOTASP-25","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"ACOTASP-26","BMC OTA KIT COMPLETE  NISSAN 370Z ","835.0000","1670.0000","1670.0000","Y","2015-02-15","Due into stock February 2015"
"ACOTASP-28","","0.0000","0.0000","0.0000","Y","2015-04-15","Due into stock later in 2015"
"ADDIA70-130","BMC DIA (ADDIA70-130)","118.1300","236.2600","236.2600","Y","0000-00-00",""
"ADDIA85-150","BMC DIA (ADDIA85-150)","144.9700","289.9400","289.9400","Y","0000-00-00",""
"ADDIARI-130","BMC DIA REPLACEMENT FILTER ELEMENT(ADDIARI-130)","90.2500","180.5000","180.5000","Y","0000-00-00",""
"ADDIARI-150","BMC DIA REPLACEMENT FILTER ELEMENT(ADDIARI-150)","99.4100","198.8200","198.8200","Y","0000-00-00",""
"CRF393/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF440/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF478/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF482/08","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF482/08AF","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF482/08kit","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF553/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF556/20","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF557/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF563/08","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
