"326","DODGE","60","A100","161603"
"327","DODGE","60","ASPEN","161604"
"328","DODGE","60","B100 VAN","161605"
"329","DODGE","60","B150 VAN","161606"
"330","DODGE","60","B1500 VAN","161612"
"331","DODGE","60","B200 VAN","161607"
"332","DODGE","60","B250 VAN","161608"
"333","DODGE","60","B2500 VAN","161613"
"334","DODGE","60","B300","161609"
"335","DODGE","60","B300 VAN","161610"
"336","DODGE","60","B350 VAN","161611"
"337","DODGE","60","B3500 VAN","161614"
"338","DODGE","60","CARAVAN","161593"
"339","DODGE","60","CB300","161615"
"340","DODGE","60","CHALLENGER","161616"
"341","DODGE","60","CHARGER","161617"
"342","DODGE","60","COLT","161596"
"343","DODGE","60","CORONET","161618"
"344","DODGE","60","CUSTOM","161619"
"345","DODGE","60","D100","161620"
"346","DODGE","60","D100 PICKUP","161621"
"347","DODGE","60","D150","161623"
"348","DODGE","60","D200","161624"
"349","DODGE","60","D200 PICKUP","161625"
"350","DODGE","60","D250","161627"
"351","DODGE","60","D300","161628"
"352","DODGE","60","D300 PICKUP","161629"
"353","DODGE","60","D350","161631"
"354","DODGE","60","D400 PICKUP","161632"
"355","DODGE","60","D450 PICKUP","161633"
"356","DODGE","60","DAKOTA","161634"
"357","DODGE","60","DART","161635"
"358","DODGE","60","DIPLOMAT","161636"
"359","DODGE","60","GRAND CARAVAN","161594"
"360","DODGE","60","M300","161637"
"361","DODGE","60","M350","161638"
"362","DODGE","60","MAGNUM","161639"
"363","DODGE","60","MIRADA","161640"
"364","DODGE","60","MONACO","161592"
"365","DODGE","60","MOTORHOME","161641"
"366","DODGE","60","NEON","161595"
"367","DODGE","60","NITRO","161600"
"368","DODGE","60","P200","161642"
"369","DODGE","60","P300","161643"
"370","DODGE","60","P375","161644"
"371","DODGE","60","POLARA","161645"
"372","DODGE","60","RAM 1500 PICKUP","161662"
"373","DODGE","60","RAM 1500 VAN","161646"
"374","DODGE","60","RAM 2500 PICKUP","161663"
"375","DODGE","60","RAM 2500 VAN","161647"
"376","DODGE","60","RAM 3500 PICKUP","161664"
"377","DODGE","60","RAM 3500 VAN","161648"
"378","DODGE","60","RAM 50","161597"
"379","DODGE","60","RAMCHARGER","161649"
"380","DODGE","60","RD200","161650"
"381","DODGE","60","ROYAL MONACO","161651"
"382","DODGE","60","ST.REGIS","161652"
"383","DODGE","60","STEALTH","161598"
"384","DODGE","60","VIPER","161599"
"385","DODGE","60","W100","161653"
"386","DODGE","60","W100 PICKUP","161654"
"387","DODGE","60","W100 SERIES","161622"
"388","DODGE","60","W150 PICKUP","161655"
"389","DODGE","60","W200","161656"
"390","DODGE","60","W200 PICKUP","161657"
"391","DODGE","60","W200 SERIES","161626"
"392","DODGE","60","W250 PICKUP","161658"
"393","DODGE","60","W300","161659"
"394","DODGE","60","W300 PICKUP","161660"
"395","DODGE","60","W300 SERIES","161630"
"396","DODGE","60","W350 PICKUP","161661"
"397","CHRYSLER","4","300C","161527"
"398","CHRYSLER","4","CORDOBA","161528"
"399","CHRYSLER","4","CROSSFIRE","161520"
"400","CHRYSLER","4","FIFTH AVENUE","161529"
"401","CHRYSLER","4","IMPERIAL","161530"
"402","CHRYSLER","4","LE BARON","161521"
"403","CHRYSLER","4","NEON","161522"
"404","CHRYSLER","4","NEW YORKER","161532"
"405","CHRYSLER","4","NEWPORT","161531"
"406","CHRYSLER","4","PROWLER","161523"
"407","CHRYSLER","4","PT CRUISER","11856"
"408","CHRYSLER","4","TOWN &amp; COUNTRY VAN","161524"
"409","CHRYSLER","4","VOYAGER (ES)","161525"
"410","CHRYSLER","4","VOYAGER II (GS)","161526"
"411","DR","124","DR1","161665"
"412","EAGLE","96","PREMIER","161666"
"413","EAGLE","96","SUMMIT","161667"
"414","FERRARI","6","355","11982"
"415","FERRARI","6","360","161672"
"416","FERRARI","6","456 GT","161669"
"417","FERRARI","6","458 ITALIA","1241"
"418","FERRARI","6","458 SPIDER","161680"
"419","FERRARI","6","550 MARANELLO","161670"
"420","FERRARI","6","575M MARANELLO","161673"
"421","FERRARI","6","612","161674"
"422","FERRARI","6","CALIFORNIA","161676"
"423","FERRARI","6","F12 BERLINETTA","161679"
"424","FERRARI","6","F355","161668"
"425","FERRARI","6","F40","161671"
"426","FERRARI","6","F430","161675"
"427","FERRARI","6","F599","161677"
"428","FERRARI","6","FF","161678"
"429","FIAT","7","124","161685"
"430","FIAT","7","131","161686"
"431","FIAT","7","132","161687"
"432","FIAT","7","500 / 500C","11995"
"433","FIAT","7","500 L","161705"
"434","FIAT","7","ALBEA","161712"
"435","FIAT","7","ARGENTA","161688"
"436","FIAT","7","BARCHETTA","161725"
"437","FIAT","7","BRAVA","161681"
"438","FIAT","7","BRAVO I","12000"
"439","FIAT","7","BRAVO II","161706"
"440","FIAT","7","CINQUECENTO","161691"
"441","FIAT","7","COUPE'","12003"
"442","FIAT","7","CROMA II (194)","161711"
"443","FIAT","7","DOBLO' I","161703"
"444","FIAT","7","DOBLO' II","161707"
"445","FIAT","7","FIORINO","161713"
"446","FIAT","7","GRANDE PUNTO","12021"
"447","FIAT","7","GRANDE PUNTO VAN","161718"
"448","FIAT","7","IDEA","161702"
"449","FIAT","7","LINEA","161715"
"450","FIAT","7","MAREA","161682"
"451","FIAT","7","MAREA WEEKEND","161683"
"452","FIAT","7","MARENGO","161695"
"453","FIAT","7","MULTIPLA","161704"
"454","FIAT","7","PALIO","161719"
"455","FIAT","7","PANDA I (141A)","161698"
"456","FIAT","7","PANDA II (169A)","12016"
"457","FIAT","7","PANDA III (139)","161716"
"458","FIAT","7","PETRA","161720"
"459","FIAT","7","PUNTO EVO","161708"
"460","FIAT","7","PUNTO I (176)","161684"
"461","FIAT","7","PUNTO II (188)","12020"
"462","FIAT","7","PUNTO III (199)","161709"
"463","FIAT","7","QUBO","161714"
"464","FIAT","7","REGATA","161689"
"465","FIAT","7","RITMO","161690"
"466","FIAT","7","SCUDO","161717"
"467","FIAT","7","SCUDO (220)","161699"
"468","FIAT","7","SCUDO II","161724"
"469","FIAT","7","SEDICI","161710"
"470","FIAT","7","SEICENTO","161692"
"471","FIAT","7","SIENA","161721"
"472","FIAT","7","STILO","12031"
"473","FIAT","7","STRADA","161722"
"474","FIAT","7","TEMPRA","161696"
"475","FIAT","7","TEMPRA S.W.","161697"
"476","FIAT","7","TIPO","161693"
"477","FIAT","7","ULYSSE I","161700"
"478","FIAT","7","ULYSSE II","161701"
"479","FIAT","7","UNO","161694"
"480","FIAT","7","WEEKEND","161723"
"481","FORD","18","AEROSTAR","161752"
"482","FORD","18","B-MAX","161831"
"483","FORD","18","BRONCO II","161732"
"484","FORD","18","CAPRI III","161749"
"485","FORD","18","C-MAX I","161801"
"486","FORD","18","C-MAX II","161802"
"487","FORD","18","CONTOUR","161758"
"488","FORD","18","COUGAR","161733"
"489","FORD","18","COUNTRY SEDAN","161773"
"490","FORD","18","COUNTRY SQUIRE","161774"
"491","FORD","18","COURIER","161726"
"492","FORD","18","CUSTOM","161775"
"493","FORD","18","CUSTOM 500","161776"
"494","FORD","18","E100 ECONOLINE","161777"
"495","FORD","18","E150","161778"
"496","FORD","18","E150 CLUBWAGON","161805"
"497","FORD","18","E150 ECONOLINE","161734"
"498","FORD","18","E150 ECONOLINE CLUBWAGON","161735"
"499","FORD","18","E250","161806"
"500","FORD","18","E250 ECONOLINE","161736"
"501","FORD","18","E250 ECONOLINE CLUBWAGON","161737"
"502","FORD","18","E250 SUPER DUTY","161807"
"503","FORD","18","E350 CLUBWAGON","161808"
"504","FORD","18","E350 CUTAWAY","161779"
"505","FORD","18","E350 ECONOLINE","161738"
"506","FORD","18","E350 ECONOLINE CLUBWAGON","161739"
"507","FORD","18","E350 SUPER DUTY","161809"
"508","FORD","18","E450 CUTAWAY","161810"
"509","FORD","18","E450 ECONOLINE SUPER DUTY","161811"
"510","FORD","18","E450 MOTORHOME","161812"
"511","FORD","18","E450 SUPER DUTY","161813"
"512","FORD","18","E450 SUPER DUTY (stripped chassis)","161814"
"513","FORD","18","E550 ECONOLINE SUPER DUTY","161815"
"514","FORD","18","E550 MOTORHOME","161816"
"515","FORD","18","ECONOLINE SUPER DUTY","161817"
"516","FORD","18","ECOSPORT","161832"
"517","FORD","18","EDGE","161827"
"518","FORD","18","ESCORT","12075"
"519","FORD","18","EXCURSION","161818"
"520","FORD","18","EXPEDITION","161819"
"521","FORD","18","EXPLORER","161753"
"522","FORD","18","F SUPER DUTY","161745"
"523","FORD","18","F100","161780"
"524","FORD","18","F100 PICKUP","161781"
"525","FORD","18","F150","161740"
"526","FORD","18","F150 HERITAGE","161820"
"527","FORD","18","F250","161741"
"528","FORD","18","F250 PICKUP","161782"
"529","FORD","18","F250 SUPER DUTY","161821"
"530","FORD","18","F350","161742"
"531","FORD","18","F350 PICKUP","161783"
"532","FORD","18","F350 SUPER DUTY","161822"
"533","FORD","18","F450","161743"
"534","FORD","18","F450 SUPER DUTY","161823"
"535","FORD","18","F500","161784"
"536","FORD","18","F53","161744"
"537","FORD","18","F550 SUPER DUTY","161824"
"538","FORD","18","FAIRLANE","161785"
"539","FORD","18","FAIRMONT","161770"
"540","FORD","18","FALCON","161751"
"541","FORD","18","FALCON FG (SEDAN, CAB CHASSIS,  UTILITY, SW)","12099"
"542","FORD","18","FIESTA IV","12100"
"543","FORD","18","FIESTA V","12101"
"544","FORD","18","FIESTA VI","161767"
"545","FORD","18","FLEX","161828"
"546","FORD","18","FOCUS C-MAX","161769"
"547","FORD","18","FOCUS I","161761"
"548","FORD","18","FOCUS II","161768"
"549","FORD","18","FOCUS II / CABRIOLET / WAGON","1546"
"550","FORD","18","FOCUS III","161803"
"551","FORD","18","FUSION","161766"
"552","FORD","18","GALAXIE 500","161786"
"553","FORD","18","GALAXY I","161764"
"554","FORD","18","GALAXY II","161796"
"555","FORD","18","GRAN TORINO","161787"
"556","FORD","18","GRANADA","161728"
"557","FORD","18","KA' II","161772"
"558","FORD","18","KA’ I","161754"
"559","FORD","18","KUGA I","161804"
"560","FORD","18","LTD","161788"
"561","FORD","18","MAVERICK","161789"
"562","FORD","18","MAVERICK (UDS, UNS)","161760"
"563","FORD","18","MAVERICK (Y60)","161759"
"564","FORD","18","MONDEO I","161746"
"565","FORD","18","MONDEO III","161765"
"566","FORD","18","MONDEO IV","161797"
"567","FORD","18","MOTORHOME – CLASS C","161747"
"568","FORD","18","MUSTANG","161790"
"569","FORD","18","MUSTANG GT","12126"
"570","FORD","18","MUSTANG GT BULLITT","161825"
"571","FORD","18","MUSTANG MACH 1","161826"
"572","FORD","18","MUSTANG SVT COBRA","161799"
"573","FORD","18","ORION","161750"
"574","FORD","18","P-350","161791"
"575","FORD","18","PROBE","161727"
"576","FORD","18","PUMA","12133"
"577","FORD","18","RANCH WAGON","161792"
"578","FORD","18","RANCHERO","161793"
"579","FORD","18","RANGER","161755"
"580","FORD","18","SCORPIO","161730"
"581","FORD","18","SIERRA","161731"
"582","FORD","18","S-MAX","161798"
"583","FORD","18","STREET KA'","161729"
"584","FORD","18","TAURUS","161756"
"585","FORD","18","TAURUS SHO","161830"
"586","FORD","18","TAURUS X","161829"
"587","FORD","18","TEMPO","161800"
"588","FORD","18","TERRITORY","161771"
"589","FORD","18","THUNDERBIRD","161794"
"590","FORD","18","TORINO","161795"
"591","FORD","18","TOURNEO CONNECT","161762"
"592","FORD","18","TRANSIT","161748"
"593","FORD","18","TRANSIT / TOURNEO COURIER","161833"
"594","FORD","18","TRANSIT CONNECT","161763"
"595","FORD","18","WINDSTAR","161757"
"596","FPV","125","BOSS 355 GT","161834"
"597","FPV","125","GS","161835"
"598","FPV","125","GS UTE","161836"
"599","FPV","125","GT E","161837"
"600","FPV","125","GT-P","161838"
"601","GEO","103","PRIZM","161839"
"602","GMC","92","C15 PICKUP","161844"
"603","GMC","92","C1500 PICKUP","161847"
"604","GMC","92","C25 PICKUP","161845"
"605","GMC","92","C2500 PICKUP","161848"
"606","GMC","92","C35 PICKUP","161846"
"607","GMC","92","C3500 PICKUP","161849"
"608","GMC","92","K15 PICKUP","161850"
"609","GMC","92","K1500 PICKUP","161853"
"610","GMC","92","K25 PICKUP","161851"
"611","GMC","92","K2500 PICKUP","161854"
"612","GMC","92","K35 PICKUP","161852"
"613","GMC","92","K3500 PICKUP","161855"
"614","GMC","92","MOTORHOME","161856"
"615","GMC","92","P3500","161840"
"616","GMC","92","SAVANA 1500","161843"
