1,Abarth,500,,1.4 16V,Turbocharged Petrol,2008-01-01,2050-12-31,1.4,4,133,100,206,2352,0,0,0,0,0,Y,No comments
2,Alfa Romeo,33,,,Non-Turbo Petrol,1970-01-01,2050-12-31,1.8,4,0,1,0,742,0,0,0,0,0,N,No comments
3,Alfa Romeo,33,,,Non-Turbo Petrol,1970-01-01,2050-12-31,1.4,4,0,1,0,741,0,0,0,0,0,N,No comments
4,Alfa Romeo,75,,TS,Non-Turbo Petrol,1970-01-01,2050-12-31,2,4,0,1,0,743,0,0,0,0,0,N,No comments
5,Alfa Romeo,147,,JTD,Turbo-Diesel,2003-01-01,2050-12-31,2,4,115,86,275,16,0,0,0,0,0,Y,No comments
6,Alfa Romeo,147,,JTD,Turbo-Diesel,2003-01-01,2050-12-31,2,4,140,105,305,18,0,0,0,0,0,Y,No comments
7,Alfa Romeo,147,,,Turbo-Diesel,2004-01-01,2050-12-31,2,4,120,90,0,1775,0,0,0,0,0,Y,No comments
8,Alfa Romeo,147,,1.9D JTDM 8V,Turbo-Diesel,2005-01-01,2010-12-31,2,4,120,90,280,17,0,0,0,0,0,Y,No comments
9,Alfa Romeo,147,,JTD 16V,Turbo-Diesel,2005-01-01,2050-12-31,2,4,150,112,305,20,0,0,0,0,0,Y,No comments
10,Alfa Romeo,148,,,Turbo-Diesel,2004-01-01,2050-12-31,2,4,150,112,0,1776,0,0,0,0,0,Y,No comments
11,Alfa Romeo,155,,,Turbo-Diesel,1970-01-01,1998-12-31,2,4,0,1,0,27,0,0,0,0,0,N,No comments
12,Alfa Romeo,155,,Cloverleaf,Non-Turbo Petrol,1992-01-01,1995-12-31,2,4,190,142,291,731,0,0,0,0,0,Y,No comments
13,Alfa Romeo,155,,Sport,Non-Turbo Petrol,1992-01-01,1996-12-31,2.5,4,166,124,0,732,0,0,0,0,0,Y,No comments
14,Alfa Romeo,155,,Sportwdwad,Non-Turbo Petrol,1992-01-01,1996-12-31,2.5,1,166,124,0,2294,0,0,0,0,0,N,No comments
15,Alfa Romeo,155,,TS,Non-Turbo Petrol,1992-01-01,1998-12-31,2,4,150,112,0,729,0,0,0,0,0,Y,No comments
16,Alfa Romeo,155,,TS,Non-Turbo Petrol,1992-01-01,1998-12-31,1.8,4,140,105,165,728,0,0,0,0,0,Y,No comments
17,Alfa Romeo,155,,TS Silverstone,Non-Turbo Petrol,1994-01-01,1998-12-31,1.8,4,129,97,148,730,0,0,0,0,0,Y,No comments
18,Alfa Romeo,156,,V6,Non-Turbo Petrol,1997-01-01,2003-12-31,2.5,6,192,144,218,738,0,0,0,0,0,Y,No comments
19,Alfa Romeo,156,,JTD,Turbo-Diesel,1999-01-01,2002-12-31,2.4,5,136,102,304,23,0,0,0,0,0,Y,No comments
20,Alfa Romeo,156,,JTD,Turbo-Diesel,2000-01-01,2002-12-31,2.4,5,140,105,305,24,0,0,0,0,0,Y,No comments
21,Alfa Romeo,156,,TS,Non-Turbo Petrol,2000-01-01,2003-12-31,1.6,4,120,90,146,737,0,0,0,0,0,Y,No comments
22,Alfa Romeo,156,,JTD,Turbo-Diesel,2002-01-01,2050-12-31,2.4,5,150,112,305,25,0,0,0,0,0,Y,No comments
23,Alfa Romeo,156,,JTD,Turbo-Diesel,2003-01-01,2050-12-31,2,4,140,105,305,19,0,0,0,0,0,Y,No comments
24,Alfa Romeo,156,,JTD,Turbo-Diesel,2003-01-01,2050-12-31,2,4,115,86,275,15,0,0,0,0,0,Y,No comments
25,Alfa Romeo,156,,JTD 20V,Turbo-Diesel,2003-01-01,2050-12-31,2.4,5,175,131,385,26,0,0,0,0,0,Y,No comments
26,Alfa Romeo,156,,JTD 16V,Turbo-Diesel,2004-01-01,2050-12-31,2,4,150,112,305,21,0,0,0,0,0,Y,No comments
27,Alfa Romeo,156,,,Turbo-Diesel,2004-01-01,2006-12-31,2,4,150,112,0,1777,0,0,0,0,0,Y,No comments
28,Alfa Romeo,159,,2.4 JTDM 20V,Turbo-Diesel,2005-09-01,0000-00-00,2.4,5,197,147,400,2793,0,0,0,0,0,Y,No comments
29,Alfa Romeo,159,,,Turbo-Diesel,2006-01-01,2050-12-31,2,4,150,112,0,1778,0,0,0,0,0,Y,No comments
30,Alfa Romeo,159,,2.2 JTS,Non-Turbo Petrol,2006-03-01,2050-12-31,2.2,4,185,139,230,2232,0,0,0,0,0,Y,No comments
31,Alfa Romeo,164,,,Turbo-Diesel,1970-01-01,1997-12-31,2.5,4,0,1,0,28,0,0,0,0,0,N,No comments
32,Alfa Romeo,164,,Lusso,Non-Turbo Petrol,1988-01-01,2050-12-31,3,6,184,138,0,735,0,0,0,0,0,Y,No comments
33,Alfa Romeo,164,,Lusso,Non-Turbo Petrol,1990-01-01,1994-12-31,2,4,148,111,0,733,0,0,0,0,0,Y,No comments
34,Alfa Romeo,164,,Super Lusso,Non-Turbo Petrol,1993-01-01,2050-12-31,3,6,207,155,0,736,0,0,0,0,0,Y,No comments
35,Alfa Romeo,164,,TS,Non-Turbo Petrol,1994-01-01,1998-12-31,2,4,144,108,165,734,0,0,0,0,0,Y,No comments
36,Alfa Romeo,145/146,,TS,Non-Turbo Petrol,1994-01-01,1997-12-31,1.6,4,103,77,134,2297,0,0,0,0,0,Y,No comments
37,Alfa Romeo,145/146,,TSdfdsfdsf,Non-Turbo Petrol,1994-01-01,1997-12-31,1.6,4,103,77,134,2296,0,0,0,0,0,N,No comments
38,Alfa Romeo,145/146,,TSdfdsfdsf,Non-Turbo Petrol,1994-01-01,1997-12-31,1.6,4,103,77,134,4,0,0,0,0,0,N,No comments
39,Alfa Romeo,145/146,,TS,Non-Turbo Petrol,1996-01-01,2001-12-31,2,4,155,116,187,727,0,0,0,0,0,Y,No comments
40,Alfa Romeo,145/146,,TS,Non-Turbo Petrol,1997-01-01,2001-12-31,1.6,4,120,90,144,724,0,0,0,0,0,Y,No comments
41,Alfa Romeo,145/146,,TS,Non-Turbo Petrol,1997-01-01,2001-12-31,1.8,4,144,108,165,726,0,0,0,0,0,Y,No comments
42,Alfa Romeo,Brera,,JTD M,Turbo-Diesel,2007-01-01,2050-12-31,2.4,5,200,150,400,2185,0,0,0,0,0,Y,No comments
43,Alfa Romeo,GT,,JTD 16V,Turbo-Diesel,2004-01-01,2050-12-31,2,4,150,112,305,22,0,0,0,0,0,Y,No comments
44,Alfa Romeo,GT,,Coupe,Turbo-Diesel,2005-01-01,2050-12-31,2,4,150,112,305,12,0,0,0,0,0,Y,No comments
45,Alfa Romeo,GTV,,TS,Non-Turbo Petrol,1996-01-01,2003-12-31,2,4,150,112,181,740,0,0,0,0,0,Y,No comments
46,Alfa Romeo,Spider,,TS,Non-Turbo Petrol,1996-01-01,2003-12-31,2,4,150,112,181,739,0,0,0,0,0,Y,No comments
47,Aprilia,RSV,,Mille/R,Non-Turbo Petrol,1998-01-01,2003-12-31,1.1,2,130,97,101,1974,0,0,0,0,0,Y,No comments
48,Audi,80,,Avant,Turbo-Diesel,1970-01-01,2050-12-31,1.9,4,0,1,0,105,0,0,0,0,0,N,No comments
49,Audi,80,,Saloon,Turbo-Diesel,1970-01-01,2050-12-31,1.9,4,0,1,0,104,0,0,0,0,0,N,No comments
50,Audi,80,,16,Non-Turbo Petrol,1993-01-01,1996-12-31,2,4,140,105,0,745,0,0,0,0,0,Y,No comments
51,Audi,80,,,Non-Turbo Petrol,1993-01-01,1996-12-31,2,4,115,86,0,744,0,0,0,0,0,Y,No comments
52,Audi,100,,,Turbo-Diesel,1970-01-01,2050-12-31,1.9,4,0,1,0,106,0,0,0,0,0,N,No comments
53,Audi,A1,8X,1.4 TFSI,Turbocharged Petrol,2010-09-01,2050-12-31,1.4,4,120,90,200,2345,0,0,0,0,0,Y,No comments
54,Audi,A1,8X,1.6 TDI,Turbo-Diesel,2010-09-01,2050-12-31,1.6,4,88,66,230,2780,0,0,0,0,0,Y,No comments
55,Audi,A1,8X,1.6 TDI,Turbo-Diesel,2010-09-01,2050-12-31,1.6,4,103,77,250,2579,0,0,0,0,0,Y,No comments
56,Audi,A1,8X,2.0 TDI CR,Turbo-Diesel,2011-09-01,2050-12-31,2,4,140,105,320,2796,0,0,0,0,0,Y,No comments
57,Audi,A2,8Z,,Non-Turbo Petrol,2000-01-01,2050-12-31,1.4,4,73,55,126,746,0,0,0,0,0,Y,No comments
58,Audi,A2,8Z,,Turbo-Diesel,2000-01-01,2050-12-31,1.5,3,75,56,154,29,0,0,0,0,0,Y,No comments
59,Audi,A2,8Z,,Turbo-Diesel,2000-01-01,2050-12-31,1.5,3,90,68,230,30,0,0,0,0,0,Y,No comments
60,Audi,A2,8Z,FSi,Non-Turbo Petrol,2002-01-01,2050-12-31,1.6,4,108,81,155,747,0,0,0,0,0,Y,No comments
61,Audi,A3,8L,,Non-Turbo Petrol,1996-01-01,2003-12-31,1.8,4,123,92,173,748,0,0,0,0,0,Y,No comments
62,Audi,A3,8L,,Turbocharged Petrol,1996-01-01,2003-12-31,1.8,4,150,112,210,0,0,0,0,0,0,Y,No comments
63,Audi,A3,8L,,Turbo-Diesel,1997-01-01,2003-12-31,1.9,4,110,83,225,33,0,0,0,0,0,Y,No comments
64,Audi,A3,8L,,Turbo-Diesel,1999-01-01,2003-12-31,1.9,4,90,68,210,31,0,0,0,0,0,Y,No comments
65,Audi,A3,8L,,Turbocharged Petrol,1999-01-01,2003-12-31,1.8,4,180,135,235,0,0,0,0,0,0,Y,No comments
66,Audi,A3,8L,,Turbo-Diesel,2001-01-01,2003-12-31,1.9,4,130,97,310,34,0,0,0,0,0,Y,No comments
67,Audi,A3,8L,,Turbo-Diesel,2001-01-01,2003-12-31,1.9,4,100,75,240,32,0,0,0,0,0,Y,No comments
68,Audi,A3,8P,1.9 TDI,Turbo-Diesel,2003-01-01,2013-12-31,1.9,4,105,79,250,35,0,0,0,0,0,Y,No comments
69,Audi,A3,8P,2.0 TDI,Turbo-Diesel,2003-01-01,2013-12-31,2,4,140,105,320,36,0,0,0,0,0,Y,No comments
70,Audi,A3,8P,FSi,Non-Turbo Petrol,2003-01-01,2013-12-31,2,4,147,110,200,751,0,0,0,0,0,Y,No comments
71,Audi,A3,8P,FSi,Non-Turbo Petrol,2003-01-01,2013-12-31,1.6,4,113,85,155,750,0,0,0,0,0,Y,No comments
